Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Población entre 15 y 64 años de edad, hombres",SP.POP.1564.MA.IN,Japón,JPN,43707887,43615246,43524231,43419292,43215631,42973812,42759264,42545551,42278072,41952994,41604516,41137820,40659104,40183780,39739205,39349870,38988697,38661365,38365439,..
"Población entre 15 y 64 años de edad, hombres",SP.POP.1564.MA.IN,Mundo,WLD,1944338062,1977317436,2012898903,2050233932,2087738618,2124394076,2158768472,2192471984,2225660891,2258177862,2290075212,2319165198,2348801393,2378401538,2407546691,2435915269,2462572821,2488493425,2513570542,..
"Población entre 15 y 64 años de edad, mujeres",SP.POP.1564.FE.IN,Estados Unidos,USA,92884214,94117935,95255789,96317733,97472285,98657753,99626475,100643672,101660259,102536853,103263176,103835172,104379707,104835932,105296151,105726939,106150693,106437598,106579196,..
"Población entre 15 y 64 años de edad, mujeres",SP.POP.1564.FE.IN,Unión Europea,EUU,144568168,144768523,145072358,145537594,146034888,146520012,146861590,147255954,147616420,147776012,147664549,146899361,146549627,146267291,145924299,145479100,145136345,144625627,144083636,..
"Población entre 15 y 64 años de edad, mujeres",SP.POP.1564.FE.IN,Japón,JPN,42839220,42736040,42632297,42511460,42287796,42017934,41797207,41570784,41284635,40933588,40548737,40081298,39592692,39097031,38622584,38195060,37834602,37505818,37205507,..
"Población entre 15 y 64 años de edad, mujeres",SP.POP.1564.FE.IN,Mundo,WLD,1904116650,1936530565,1971223387,2007338808,2043337178,2078256581,2111453512,2143773746,2175412341,2206281587,2236434970,2264296046,2292589146,2320663107,2347987943,2374183731,2398890779,2422523214,2445023359,..
"Población entre 15 y 64 años de edad, total",SP.POP.1564.TO,Estados Unidos,USA,186123865,188528528,190730595,192788756,195059592,197426230,199322426,201337589,203378186,205162922,206668404,207885093,209059763,210066008,211084681,212046899,212957120,213587340,213925776,..
"Población entre 15 y 64 años de edad, total",SP.POP.1564.TO,Unión Europea,EUU,289419527,289835272,290496921,291505694,292581249,293620893,294228323,294924755,295551560,295802677,295564975,293942620,293216813,292687731,292101100,291368526,290790854,289920642,289020974,..
"Población entre 15 y 64 años de edad, total",SP.POP.1564.TO,Japón,JPN,86547107,86351420,86156721,85930942,85503551,84991747,84556631,84116655,83563130,82886937,82153251,81219621,80252578,79281609,78362321,77544929,76823835,76168000,75571759,..
"Población entre 15 y 64 años de edad, total",SP.POP.1564.TO,Mundo,WLD,3848454670,3913855934,3984135046,4057586010,4131084573,4202650595,4270225325,4336247546,4401072020,4464456992,4526510133,4583458995,4641389354,4699065073,4755535355,4810098991,4861461723,4911012178,4958587504,..
"Población activa, mujeres (% de la población activa total)",SL.TLF.TOTL.FE.ZS,Estados Unidos,USA,"45,5626451207083","45,6214924972641","45,6733656739256","45,8236713514496","45,7548260380021","45,7873068776124","45,7696374146803","45,822590424937","45,973008543117","46,1800400261566","46,1838904023568","46,1111440993089","45,9391729947311","45,9100362437357","45,9658479183952","45,86337744629","45,8706799639512","46,0250833060613","46,0536744988158","46,031117544447"
"Población activa, mujeres (% de la población activa total)",SL.TLF.TOTL.FE.ZS,Unión Europea,EUU,"43,5523287209535","43,6437828117458","43,7873353748037","43,9992988777314","44,1390393268365","44,2474092696829","44,4518447730884","44,5756001819674","44,7224056807641","44,9739218401562","45,145884785456","45,3379288813376","45,5115824141048","45,6504427342921","45,7278789521869","45,7401909689603","45,8089988536579","45,8335166561106","45,8457615750989","45,8732389035134"
"Población activa, mujeres (% de la población activa total)",SL.TLF.TOTL.FE.ZS,Japón,JPN,"40,3536000188965","40,5562007874467","40,5240480316177","40,6954421282554","40,8528123016446","40,9979681725115","41,1244216458122","41,1193955272196","41,2595492905926","41,5918159295201","41,7343382424327","41,7652321700699","41,9368300823188","42,348606160442","42,5907279413806","42,8051657288273","43,1109479217007","43,5027214502449","43,9358633039378","44,024155913518"
"Población activa, mujeres (% de la población activa total)",SL.TLF.TOTL.FE.ZS,Mundo,WLD,"39,4934768056119","39,474708616563","39,4756968702421","39,5091992677339","39,487060969162","39,5030370181024","39,4143956986585","39,3723637006829","39,2617960838174","39,2213486657007","39,101824518665","38,9982659076052","38,9070189080169","38,8818678357605","38,8641610465808","38,8717763630743","38,8832818721311","38,8973918467739","38,9164716284355","38,8490328796402"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from Database: Indicadores del desarrollo mundial,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 05/28/2020,,,,,,,,,,,,,,,,,,,,,,,
